,Autor(es),Título,GT,Evento,Ano,Link do Arquivo
98,Maria Emanuela Esteves dos Santos,Por Um Projeto De Filosofia Da Educação Para Além Das Categorias De Totalidade: Buscando A Convergência Entre Os Saberes Da Pedagogia,GT17 - Filosofia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT17_1339.pdf
99,Claudio Almir Dalbosco,Filosofia Da Educação E Formação Do Sujeito Pesquisador,GT17 - Filosofia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT17_550.pdf
100,Nadja Mara Amilibia Hermann,"O Enlace Entre Corpo, Ética E Estética",GT17 - Filosofia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT17_205.pdf
101,"Gilcilene Dias da Costa, Ivys de Alcântara Silva",Composições Entre Schiller E Nietzsche Acerca Da Importância Da Arte E Educação Estética Na Formação Humana,GT17 - Filosofia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT17_542.pdf
102,Angelo Vitório Cenci,Renascer Das Próprias Cinzas: A Formação E A Atual Problemática Do Sujeito,GT17 - Filosofia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT17_166.pdf
103,Maria das Dores Alves Souza,Práxis Freireana: Narrativas De Educadores Populares Que Atuaram No Movimento De Educação De Base-Meb No Ceará,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_629.pdf
104,"Mariglei Severo Maraschin, Liliana Soares Ferreira",Educação De Jovens E Adultos Integrada À Educação Profissional: Histórico E Perspectivas.,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_426.pdf
105,"Marinaide Lima de Queiroz Freitas, Jailson Costa da Silva",O Mobral Cultural Contado E Fotografado: Narrativas Oriundas Da Comunidade Sertaneja,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_218.pdf
106,"Gisele Pasquini Fernandes, Jackeline Tiemy Guinoza Siraichi",Um Novo Olhar Para A Eja: Educação De Idosos,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_601.pdf
107,William Rodrigues Barbosa,"Memórias, Leituras E Escritas Comuns De Um Protagonista Anônimo Da História: José Luiz Da Silva",GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_553.pdf
108,Valdenir Batista Veloso,O Direito À Educação Para Adolescentes E Jovens Privados De Liberdade No Paraná,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_1236.pdf
109,Maria Margarida Machado,Políticas de EJA implementadas nos últimos 20 anos e uma leitura no campo das políticas do novo cenário,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_1236.pdf
110,Flávia Andréa dos Santos,Da Perspectiva Analógica Ao Contexto Digital: Desafios À Inserção Das Tecnologias Digitais Na Eja.,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_459.pdf
111,Nima Imaculada Spigolon,"O Exílio Brasileiro, A Educação De Jovens E Adultos E Os Percursos De Elza Freire Nos Anos De 1964 A 1979.",GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_303.pdf
112,Edite Maria da Silva de Faria,A Luta Social Ensina Na Eja Do Campo,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_816.pdf
113,Marcelo Andre de Souza,Trajetórias De Escolarização De Jovens E Adultos No Ensino Médio Do Rio De Janeiro,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/poster_38anped_2017_GT18_124.pdf
114,Josiane Machado Godinho,A Escola De Quem Não Tem Escola: Os Desafios Da Escolarização Para Jovens Em Situação De Rua.,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_1197.pdf
115,Anderson José Lisboa Baptista,Trabalhadores Que Fizeram Escola: O Caso Do Centro De Aprendizagem E Desenvolvimento Técnico Social (Cadts),GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/poster_38anped_2017_GT18_154.pdf
116,Jupter Martins de Abreu Júnior,"A Permanência No Proeja De Um Instituto Federal: Entre Limites, Demandas E Possibilidades",GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_967.pdf
117,Aline Cristina de Lima Dantas,Direito À Eja E Justiça Cognitiva: O Proeja Como Estratégia,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/poster_38anped_2017_GT18_753.pdf
118,"José Mateus do Nascimento, Ana Lucia Sarmento Henrique",Especialização Proeja Cefet – Rn: Análise Comparada Entre Projetos Pedagogicos E Trabalhos De Conclusão De Curso,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_690.pdf
119,Maria Clarisse Vieira,Comunidades De Práticas Como Espaços De Formação Inicial Na Educação De Jovens E Adultos: Uma Análise A Partir Da Experiência Do Genpex /unb,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_573.pdf
120,"Edna Graça Scopel, Edna Castro de Oliveira, Maria José de Resende Ferreira",A Educação Popular Nas Experiências E Práticas De Integração Curricular No Proeja,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_647.pdf
121,Anna Paula Vencato,"Pesquisa etnográfica: questões metodológicas de EJA, tratamento dos dados, sujeitos, fontes, novas temáticas",GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/minicurso_ementa_38anped_2017_GT18.pdf
122,Marcia Soares de Alvarenga,Projovem Urbano No Leste Metropolitano Fluminense: Uma Cartografia Da Sua Relação No Espaço Social,GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_840.pdf
123,"Antonio Amorim, Amilton Alves de Souza, Alfredo Eurico Rodrigues Matta","Experiências, Entrelaços E Interfaces Da Gestão Escolar Na Eja Em Escolas Públicas De Salvador-Ba",GT18 - Educação de Pessoas Jovens e Adultas,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT18_151.pdf
124,"Marcela Conceição da Cruz, Maria Cecilia Fantinato",Saberes De Agricultores Que Cultivam Hortas Circulares: Uma Pesquisa Etnomatemática,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT19_1066.pdf
125,Marcos Paulo Henrique,Retas Paralelas Cortadas Por Uma Transversal: O Que Aprendem Os Estudantes Quando A Construção E A Manipulação São No Seu Smartphone?,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT19_522.pdf
126,Sonia Maria Clareto,Pesquisas em Educação Matemática desenvolvidas com enfoque sociológico,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/minicurso_ementa_38anped_2017_GT19.pdf
127,"Reginaldo Fernando Carneiro, Wallace Alves Cabral",Histórias Infantis Como Possibilidade Na Educação Matemática: Memórias E Experiência De Um Grupo De Professores Dos Anos Iniciais,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT19_410.pdf
128,"Thais Philipsen Grutzmann, Liliane da Rosa Coll, Rozane da Silveira Alves",Imagens Dos Sentimentos Dos Alunos Do Curso De Licenciatura Em Matemática Frente Aos Seus Erros,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT19_153.pdf
129,"Carla Cristina Pompeu, Vinicio de Macedo Santos",A Relação De Estudantes Jovens E Adultos Com A Matemática: Um Estudo Em Turmas De Ensino Médio No Estado De São Paulo,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT19_825.pdf
130,Marta Elaine de Oliveria,Ensinar E Aprender Em Outros Verbos: Uma Formação De Professores Que Ensinarão Matemática Enquanto Travessia,GT19 - Educação Matemática,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT19_78.pdf
131,Alexandra Resende Campos,Os Efeitos Da Política De Nucleação Das Escolas Rurais Na Relação Família-Escola,GT14 - Sociologia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT14_572.pdf
132,"Cláudio Marques Martins Nogueira, Bréscia Nonato",Sisu E Política De Reserva De Vagas: Igualdade De Oportunidades No Acesso Ao Ensino Superior Público?,GT14 - Sociologia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT14_296.pdf
133,"Elie George Guimarães Ghanem Júnior, Tathiana Madja de Sousa","O Movimento Docente Indígena: Desafios No Alto Rio Negro, Am",GT14 - Sociologia da Educação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT14_535.pdf
134,"Mariana Luzia Corrêa Thesing, Fabiane Adela Tonetto Costas",Estado Do Conhecimento E Educação Especial: Um Olhar Para As Produções Da Anped (2010 A 2015),GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_1127.pdf
135,Luiz Carlos de Freitas,Os novos reformadores: do discurso da equidade à prática da segregação,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_1127.pdf
136,"Hildete Pereira dos Anjos, Ingrid Fernandes Gomes Pereira Brandão",O Discurso Clínico Nas Memórias De Escolarização Da Pessoa Cega,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_385.pdf
137,Arlete Marinho Gonçalves,Representações Acerca Dos Projetos De Vida De Surdos Universitários,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_1074.pdf
138,"Lucyenne Matos da Costa Vieira Machado, Eliane Telles de Bruim Vieira",Instituição Escolar: Espaço De Subjetivação De Diferentes Modos De Ser Surdo,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_175.pdf
139,"Paula Fernandes de Assis Crivello Neves, Fernanda Welter Adams, Dulcéria Tartuci",A Formação De Professores Para Inclusão Escolar: Os Dizeres De Professoras E Licenciandos,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/poster_38anped_2017_GT15_708.pdf
140,"Maiandra Pavanello da Rosa, Fabiane Romano de Souza Bridi",Classes Especiais: Fatores Que Contribuem Para A Sua Permanência Em Tempos De Inclusão Escolar.,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_1046.pdf
141,Eulania Maria Ramos Bastos,A Libras Como Disciplina Na Educação Básica: Uma Pesquisa Com Professores Da Rede Estadual De Caxias - Ma,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_662.pdf
142,"Heloiza Iracema Luckow, Aliciene Fusca Machado Cordeiro",Considerações Sobre As Vivências De Famílias De Estudantes Público Alvo Da Educação Especial,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/poster_38anped_2017_GT15_497.pdf
143,"Amanda Costa Camizão, Sonia Lopes Victor, Patricia Santos Conde",Estimulação Precoce Na Educação Especial: Algumas Provocações,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_1199.pdf
144,"Ricardo Lugon Arantes, Cláudia Rodrigues de Freitas",Pistas Para Compreender A Constituição Da Demanda Para A Neurologia A Partir Da Educação,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_257.pdf
145,Andressa Santos Rebelo,"A Educação Especial, O Atendimento Especializado E A Sala De Recursos Na Redemocratização Do Brasil (1986-1990)",GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_45.pdf
146,"Eliane Greice Davanço Nogueira, Fernando Fidelis Ribeiro, Celi Corrêa Neres",Uma Escalada Pelo Terreno Da Pesquisa Narrativa Em Busca Da (Re)Constituição Docente Frente A Alunos Com Altas Habilidades/superdotação,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_1131.pdf
147,"Juliano Agapito, Sônia Maria Ribeiro",Os Conceitos De Educação Especial E Perspectiva Educacional Inclusiva Forjados Durante A Formação Inicial Nos Cursos De Licenciatura,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT15_561.pdf
148,"Marileide Gonçalves França, Rosângela Prieto",Financiamento da educação especial: limites e desafios,GT15 - Educação Especial,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/minicurso_ementa_38anped_2017_GT15.pdf
149,Barbara Coelho Neves,Clusters E Fundamento Metodológico Das Pesquisas Sobre Inclusão Digital Na Área De Educação No Brasil: A Agenda Científica,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_954.pdf
150,Glaucia Eunice Gonçalves da Silva,O Uso De Tdic E As Implicações No Processo De Desenvolvimento Humano Da Pessoa Com Deficiência Intelectual,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_993.pdf
151,Elaine Conte,Mapeamento Das Tecnologias Na Educação: Interfaces Metodológicas,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_131.pdf
152,Fernanda Omelczuk Walter,"Aprender Cinema No Hospital: Experiências E Deslocamentos Com Os Adultos, A Infância E A Docência",GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_417.pdf
153,"Mércia Valéria Campos Figueiredo, Eduardo Santos Junqueira Rodrigues",Princípios Teórico-Práticos Da Gamificação Apropriados Por Professores Em Uma Formação Continuada Na Escola Pública,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_473.pdf
154,Edméa Santos,Internet das Coisas,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/minicurso_ementa_38anped_2017_GT16.pdf
155,Paula Deporte de Andrade,Artefatos Culturais Midiáticos E Pedagogias Culturais: Uma Análise Para Explorar As Qualidades Pedagógicas Da Vida Contemporânea,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_248.pdf
156,"Lúcia Helena Schuchter, Adriana Rocha Bruno",Escola.edu: As Políticas Públicas De Formação Docente Para O Uso Das Tecnologias Digitais Da Informação E Da Comunicação,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_595.pdf
157,Felipe da Silva Ponte de Carvalho,A Mediação Online Apoiada Por Técnicas Da Análise Da Conversação E Da De Rede Social,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_964.pdf
158,"Valter Pedro Batista, Lucila Pesce",A Formação Continuada De Professores Em Ambiente De Cibercultura E Suas Demandas Para As Políticas Públicas,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_289.pdf
159,"Adriana Maria de Assumpção, Guaracira Gouvêa de Sousa",Reflexões Sobre Leitura De Imagens Na Licenciatura Em Educação,GT16 - Educação e Comunicação,38,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos/trabalho_38anped_2017_GT16_1013.pdf
